Source : SiO2_2mm.M1.11h 57mn 22s.spe
Spectrum : 1

Wavelength	Psi	Delta
585.8287	15.116	241.681
585.3563	14.553	239.139
584.8837	13.993	236.338
584.4109	13.472	233.293
583.9382	12.952	229.993
583.4652	12.449	226.594
582.9922	11.970	222.934
582.5191	11.500	219.017
582.0458	11.070	214.841
581.5725	10.683	210.433
581.0991	10.338	205.642
580.6255	10.033	200.586
580.1519	9.791	195.224
579.6780	9.628	189.572
579.2042	9.529	183.769
578.7302	9.506	177.879
578.2561	9.556	171.954
577.7819	9.690	166.151
577.3076	9.901	160.529
576.8332	10.167	155.193
576.3586	10.478	150.136
575.8840	10.874	145.343
575.4093	11.319	140.862
574.9344	11.799	136.738
574.4595	12.306	132.929
573.9844	12.840	129.375
573.5092	13.405	126.081
573.0339	14.004	123.026
572.5586	14.615	120.191
572.0831	15.222	117.562
571.6075	15.835	115.113
571.1318	16.452	112.793
570.6559	17.065	110.619
570.1801	17.676	108.565
569.7040	18.294	106.632
569.2278	18.907	104.802
568.7516	19.551	103.051
568.2753	20.184	101.402
567.7988	20.810	99.834
567.3222	21.412	98.347
566.8455	22.030	96.933
566.3687	22.647	95.598
565.8918	23.279	94.342
565.4149	23.889	93.177
564.9377	24.502	92.091
564.4605	25.115	91.090
563.9832	25.743	90.174
563.5057	26.379	89.348
563.0282	27.012	88.612
562.5505	27.634	87.961
562.0728	28.266	87.388
561.5948	28.900	86.892
561.1169	29.555	86.472
560.6388	30.215	86.121
560.1606	30.881	85.828
559.6823	31.563	85.589
559.2039	32.257	85.390
558.7253	32.980	85.236
558.2467	33.743	85.129
557.7679	34.543	85.054
557.2891	35.369	85.007
556.8102	36.221	84.987
556.3311	37.150	84.992
555.8519	38.125	85.011
555.3726	39.122	85.049
554.8932	40.179	85.103
554.4137	41.312	85.159
553.9341	42.517	85.215
553.4543	43.805	85.268
552.9745	45.193	85.314
552.4946	46.665	85.347
552.0145	48.278	85.369
551.5344	50.042	85.379
551.0541	51.923	85.376
550.5737	53.926	85.335
550.0933	56.156	85.257
